OID,SYSTEM,MONTHDAY_INSTALL,YEAR_INSTALLED,LIFECYCLESTATUS,OWNER,SUBTYPE,HYDRAULICID,FACILITYID,VEGETATION,SHAPE_AREA,SHAPE_LEN
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{4D51674D-E1E6-4C9B-A533-3FA28CEC404C},,37.027618403546796,26.355222690244297
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{1E506448-68B6-498A-BBB4-AAD487A26205},,37.319248702814100,26.565935253794798
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{72B28345-2767-4EB1-9A71-D6B7B2563417},,36.621346289079895,26.356494924689002
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{FD8C34F2-EBD4-471C-B637-4EC6EB9223ED},,37.074899364418094,26.511317229328498
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{B2BD1D67-3669-4748-B27C-F66E8ABE756A},,36.770934344607198,26.357966669803499
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{A36CE3C3-9A4D-43C3-9ED9-41AAFF31DECC},,37.613433369533098,26.513432763675500
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{CE3F0BB2-5217-4F2E-90BE-1EA23920F5DE},,37.292008337860295,26.617663611929402
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{5188C957-8A41-40D0-B28A-0AB50909F4CD},,37.633994110533202,26.460043316073200
-1,GSWI,1_25,2006,ACT,PRIVMAND,1,,{0788DDBB-FB1C-44A2-B164-7878E11E0291},,962.701624617785110,427.504824111127050
-1,GSWI,1_16,2007,ACT,PRIVMAND,1,,{4C7F1A32-A410-4A36-9396-34AE9936E6E7},,1792.785925776880000,229.835447428260010
-1,GSWI,8_24,2007,ACT,PRIVMAND,1,,{75093930-976D-4E46-8DB1-7AAECDACB3A3},,637.672966868713050,200.647184466503030
-1,GSWI,8_24,2007,ACT,PRIVMAND,1,,{EC06783C-3E77-40BB-A053-0C20C14E498C},,6387.810955011370400,386.500059294781980
-1,GSWI,10_30,2006,ACT,PRIVMAND,1,,{08EEA301-519D-42C1-ADE8-7644D4A2407E},,682.425279296507030,124.760077826258010
-1,GSWI,6_12,2007,ACT,PRIVMAND,1,,{50C1CD13-7C43-4BE5-80BF-994A9940B840},,1693.389612809139900,184.028003183656010
-1,GSWI,6_12,2007,ACT,PRIVMAND,1,,{29D4DA31-6850-47FF-B9C3-0B6F6BE55587},,1942.749232854770300,214.883391586960020
-1,GSWI,1_10,2007,ACT,PRIVMAND,1,,{D29E5C05-6106-4EAB-87D0-D45D929E0B57},,1145.375863814670100,145.692993668982010
-1,GSWI,1_8,2008,ACT,PRIVMAND,1,,{2CC492D9-C66C-4C68-B1C8-F59407A5A0D3},,27092.210060379399000,662.726903197319980
-1,GSWI,8_24,2007,ACT,PRIVMAND,1,,{41E0007B-A6A2-4095-8831-BA3994C80167},,147.605389970487010,127.055532479220010
-1,GSWI,2_1,2008,ACT,PRIVMAND,1,,{C9968906-5D4E-43D7-9FBF-EB4B2C853CF6},,1835.791523532790100,198.492566245709010
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{46F0ABA5-8355-4423-B827-28FFB90F2E14},,119.855214667131010,43.828417411469005
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{36665FDD-53BD-47F2-B34A-E10C9BBB3ABF},,90.253827361444806,40.556905097644901
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{FDB22A47-9F43-4F0F-A5F4-0231595F97DF},,90.575933067008194,40.729656879289301
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{B909E7B1-231C-4EFB-9E9C-35E0B21A75B2},,83.878146917913597,42.066784127850198
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{E44A7383-DAC3-4CC7-B9D7-35AE7437AB96},,90.756212829496292,40.509573863513005
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{D260A929-D497-40AE-BC63-2B99194A0432},,90.053431582412685,40.278552690621495
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{3B15EB00-B11D-474F-BD84-7FD9DC3F7B5F},,90.856928072765498,40.973653898352801
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{8A5F8FAB-EFAD-4A72-98A3-137A6680F064},,90.970068754784691,40.625116567603399
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{253A7FD2-F488-456C-B109-F7555BDA035D},,90.150225993011588,40.118378419567399
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{1E9C8B03-0BAD-479B-ACA6-2D610E60B22C},,90.912955171809799,38.847087825470297
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{83A2C425-5EB5-462E-AF4C-67E08939B080},,85.273031044526604,36.945567637772200
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{A9F49725-EB91-4FFE-9C95-155E7A649A19},,96.622949248094685,39.454071543367498
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{C2313C14-9367-4B5F-9402-0EE06299D248},,90.869774071815897,40.557664153825193
-1,GSWI,11_5,2007,ACT,PRIVMAND,1,,{1D3A9750-CD73-489A-A34D-102A6BD2812F},,92.131106631487498,40.761699333004501
-1,GSWI,2_3,2010,ACT,PRIVMAND,1,,{BCDE4CA4-CE99-41CC-AC62-F9A81F424163},,3897.303039399370400,259.760504778651010
-1,GSWI,5_25,2012,ACT,PRIVMAND,1,,{18006F07-E566-42C6-9B32-AF44A79C44AD},,3602.516374653640000,309.478958110949010
-1,GSWI,5_25,2012,ACT,PRIVMAND,1,,{D8A5BD54-8CFB-4E60-9DA9-89B7C7302867},,3498.984974614310400,482.527258069884060
-1,GSWI,5_25,2012,ACT,PRIVMAND,1,,{E0E073CA-8EF1-4477-B68A-99B6254CE22C},,2095.906465704110400,286.119751629713050
-1,GSWI,5_11,2012,ACT,PRIVMAND,1,,{646D7D70-CD25-4FD6-8C17-7F1F7887AF39},,7883.052012443480600,455.554028057029030
-1,GSWI,12_12,2011,ACT,PRIVMAND,1,,{22AD044D-0B20-44EB-BDB2-B50C0E6A5668},,13353.758545610801000,505.886326969191030
-1,GSWI,8_1,2012,ACT,PRIVMAND,1,,{C40F2979-7A1F-4498-81C4-F909CEC74CF3},,5442.323533900120300,350.791796869653010
-1,GSWI,8_1,2012,ACT,PRIVMAND,1,,{059802B0-684F-4097-9637-BC304D734792},,1762.952981357710100,172.203199635318010
-1,GSWI,7_2,2008,ACT,PRIVMAND,1,,{C666D6CB-7E11-41AC-AE36-16C1D249B00E},,4513.208972552480200,281.049890241285030
-1,GSWI,6_25,2008,ACT,PRIVMAND,1,,{0B4AF85F-CDE3-4EC8-AFF2-12E94D425FB8},,1928.261199130799900,181.952068165322000
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{E48490FC-9BAC-4661-97D0-4D334E4EC896},,199.882398873160010,66.406967544374695
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{01A04A51-277C-4897-90A2-4E3AB7EF6BD0},,199.876282468334010,66.406442891194601
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{C9F02570-4397-4725-AF75-969FDECC933A},,199.888262279550020,66.407232050734095
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{14442024-641E-4574-83C4-104E4D1F8B35},,199.881868766862990,66.406768351734101
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{D260FBCD-E935-4E38-AC7E-C5DB7F7CA5FA},,199.881097538962000,66.406705613472695
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{71F5C491-296F-44F5-9EC1-DDBD052F2AAB},,199.882398873160010,66.406967544374695
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{EDF49F09-0A7F-449D-BAF2-0E034AE28BB7},,199.144834815351000,67.348736564122106
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{5F729FF7-7453-4AB7-A149-8232519864CC},,199.150134181634000,67.348945341593407
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{35F080ED-99CF-4800-BEA1-238FC3E1B17B},,199.147015144659010,67.348687326033200
-1,GSWI,5_27,2009,ACT,PRIVMAND,1,,{507144B5-58B9-4DE1-9D2B-D5CD47977733},,199.144721137091010,67.348527644979484
-1,GSWI,1_21,2015,ACT,PWD,1,,{A02791F8-18E8-4723-A681-A997B015E7CF},,4524.023213758700900,302.198483374028000
-1,GSWI,1_21,2015,ACT,PWD,1,,{483CD8BD-D89D-458F-926E-D0B7E091D67F},,1607.266573899330100,161.976402750471010
-1,GSWI,7_2,2008,ACT,PRIVMAND,1,,{86ED7981-0BF8-438D-85A7-2E0179AFD891},,6323.132369257210500,465.848385230492000
-1,GSWI,4_14,2009,ACT,PRIVMAND,1,,{90EBC599-2606-4B65-B4FD-31A34A83948B},,1886.826517353190200,175.396744838557000
-1,GSWI,4_7,2009,ACT,PRIVMAND,1,,{CFDF8252-88BF-40E6-A627-9AD4B21D6D0B},,305.825404450096980,84.715712868355894
-1,GSWI,8_4,2009,ACT,PRIVMAND,1,,{71D10C2A-15F8-41EE-9583-99533AFACAF1},,5136.647710499860300,379.708050885059040
-1,GSWI,8_4,2009,ACT,PRIVMAND,1,,{51EF6669-81AC-405C-A551-5AAA0FC7D490},,10967.699795017001000,422.748428301494980
-1,GSWI,2_17,2012,ACT,PRIVMAND,1,,{CD2239AC-572E-4E6C-B95F-5ED13A534B4B},,219.255617315605010,73.395243265274090
-1,GSWI,2_17,2012,ACT,PRIVMAND,1,,{9781D2E2-BBE2-47E2-B0AC-E1E7F806EBAF},,218.681168861975010,73.190861769407505
-1,GSWI,2_17,2012,ACT,PRIVMAND,1,,{F3ECD623-24A1-4AC4-BDBF-C28CD48A0ACE},,217.018883887040000,72.666126688481498
-1,GSWI,2_17,2012,ACT,PRIVMAND,1,,{2FE7F748-F5D6-49B0-90F6-6BEA4301622B},,219.309064761037010,73.061424691173102
-1,GSWI,4_24,2007,ACT,PRIVMAND,1,,{5C858FF4-B4A7-47B1-A09A-B7BA00E7DA8C},,720.794156502399120,111.391669828290010
-1,GSWI,8_15,2006,ACT,PRIVMAND,1,,{A6C3AC11-493B-4141-9836-F0903763EE51},,413.678901437680000,93.272475230676605
-1,GSWI,1_7,2008,ACT,PRIVMAND,1,,{EDEDA822-8060-416A-806F-B396F3215B4E},,4622.632638427249700,280.358584931234020
-1,GSWI,1_7,2008,ACT,PRIVMAND,1,,{3EFBAFE3-FCF8-4130-8D56-EBAFE6F8C03F},,742.085159716159980,130.751458093522020
-1,GSWI,6_29,2007,ACT,PRIVMAND,1,,{38AAA068-8190-4BC1-87DD-3F62A6727C03},,1634.342490471209900,231.647543937349010
-1,GSWI,6_29,2007,ACT,PRIVMAND,1,,{8FF2D985-F418-4D52-BB37-41AE83710BFF},,1272.893457198590100,144.584633023528000
-1,GSWI,8_10,2012,ACT,PRIVMAND,1,,{AE7E8E1D-8152-4AC8-BF98-8DA6C3CB7CB0},,12299.585514695400000,463.026644831836050
-1,GSWI,4_29,2011,ACT,PRIVMAND,1,,{F3D860FB-9141-404E-814C-725452C1C5E0},,26782.978321509501000,1251.746515193540100
-1,GSWI,7_1,2015,ACT,PWD,1,,{C0A4767F-AD24-4FB5-AA34-A2FEEA3548CB},,1798.811708479210000,195.945991443809020
-1,GSWI,1_21,2015,ACT,PWD,1,,{C2198A9F-E078-425E-A1DD-6A1EFAB06C75},,3085.479031035740300,266.228028142725010
-1,GSWI,10_5,2006,ACT,PRIVMAND,1,,{180B50D1-EAAA-417F-BC6B-01CFE8982E2D},,2548.001000046040200,575.595492485889050
-1,GSWI,12_16,2006,ACT,PRIVMAND,1,,{80667546-9BBC-4BF3-BA2D-99CEA5FD0094},,253.417677863999980,146.217375748220010
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{8D997BD2-AF5B-440F-9485-EC96860A071F},,56.520051816602596,30.375835158908497
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{1AD406EC-CB09-4F14-9F50-2BF79BCC8375},,56.516254212916699,30.374911652535697
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{9FBE890A-79BF-4B9E-AFDE-2FB99AC313FC},,56.515848101851006,30.374782217445400
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{C001C5F9-6C7F-465C-84ED-540EF3CC804D},,56.518924721565398,30.375635550900199
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{AB1CD04D-13F9-43D2-8B07-8BB1EDA5D95F},,56.514040688680794,30.374391434552098
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{EA4FA409-42A3-4ED2-BA6E-52ADA81CBD5C},,56.516731448150800,30.375048450486698
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{A44E4E69-CD6B-433B-AA77-BC9274460F99},,56.518041320533598,30.375369311562199
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{97F5F753-241F-44ED-BBD1-6C7332151665},,56.517157919501798,30.375103080455499
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{80A668C1-68DD-49C3-843B-2781061F2518},,56.517157919501798,30.375115250497899
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{74FE1BC6-730F-42FD-9D8B-E3F9529FCAC6},,56.517360975034599,30.375161725012898
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{7C6B88D6-40BA-44E4-964B-D3E4A6E10B50},,56.517787473751497,30.375301056707499
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{F110DC9E-1228-47FE-876A-7EC7CEE010CF},,56.517137613948499,30.375165713145901
-1,GSWI,12_5,2006,ACT,PRIVMAND,1,,{6886B33D-E74F-4DC8-8EBD-9113F2AB1638},,56.516477683466697,30.374980194166000
-1,GSWI,10_20,2006,ACT,PRIVMAND,1,,{4F2E6C80-BB62-4F17-8958-AFCEE2B083BA},,913.456910459153050,218.664442645984990
-1,GSWI,1_18,2007,ACT,PRIVMAND,1,,{80EECC7D-9620-4C92-B2CB-8D89E7C4CE72},,2800.641993288200000,455.042015745531050
-1,GSWI,1_19,2007,ACT,PRIVMAND,1,,{3A5E44C2-320A-44A9-82D2-3F0163D7AB50},,2536.618069637680000,280.174033715466010
-1,GSWI,3_19,2012,ACT,PWD,1,,{40215192-2086-4F0C-A864-4DCC1D714B28},,11614.459997449801000,438.999352305003980
-1,GSWI,10_5,2012,ACT,PRIVMAND,1,,{0A95D1B2-6902-4FBD-B34C-77AAB839299A},,36979.727232256701000,842.839059036680060
-1,GSWI,10_5,2012,ACT,PRIVMAND,1,,{B6ED25D4-B01D-4DBD-897E-F6FA0C33385B},,9490.387405009989400,569.277944887483050
-1,GSWI,7_14,2006,ACT,PRIVMAND,1,,{3BF6D2E1-76AE-4D26-B58A-BD2FD8004F09},,2340.783304226310100,255.964429521810020
-1,GSWI,9_25,2007,ACT,PRIVMAND,1,,{0C0CE948-9C92-4E63-A917-386621812A44},,9965.624102736850500,433.960753312606020
-1,GSWI,4_11,2007,ACT,PRIVMAND,1,,{FCE221D6-406E-461E-BE52-0B16F2311EA4},,2000.461128672179900,190.640351346688990
-1,GSWI,4_3,2008,ACT,PRIVMAND,1,,{ACBD6918-8E3D-4422-AAA9-09C8A2FAECA2},,1212.007155978460100,434.154771271897060
-1,GSWI,1_10,2007,ACT,PRIVMAND,1,,{48B3FE4B-60BE-4448-9490-3173FD2133C9},,3404.783396096170200,286.902493868350970
-1,GSWI,1_10,2007,ACT,PRIVMAND,1,,{FBF6E787-519D-46D1-BCE4-7E8B8FD25CFE},,3166.910145957590000,307.595071495360000
-1,GSWI,1_10,2007,ACT,PRIVMAND,1,,{B0EA0D23-1D55-4554-9BD7-18DB54686E11},,8138.045150542730000,437.336327823990020
-1,GSWI,2_2,2007,ACT,PRIVMAND,1,,{7263618E-FE60-4F57-A3C1-D92FC51DD81A},,259.609847882256990,68.537807653351507
-1,GSWI,3_22,2007,ACT,PRIVMAND,1,,{B2F7AB01-01B1-4E3D-B70F-7F89E4B67F21},,851.660918399399070,119.017882100495020
-1,GSWI,2_3,2009,ACT,PRIVMAND,1,,{70DE8D8E-64FE-438B-89B9-64EC9A7DF780},,604.359068733725050,105.065090339080020
-1,GSWI,5_14,2011,ACT,PWD,1,,{191C67CF-7EC3-44B9-8C12-2827814DCB7F},,269.066820588835010,79.196925053804193
-1,GSWI,8_22,2012,ACT,PRIVMAND,1,,{6FD7C06B-A602-442E-9430-D3307E24FCE9},,170.989577981626010,79.514282037157500
-1,GSWI,8_22,2012,ACT,PRIVMAND,1,,{05C20DEB-AD87-4CDD-B2E7-4FE43CCBF95E},,739.011330482827020,167.796272241751010
-1,GSWI,9_23,2011,ACT,PRIVMAND,1,,{387323B8-9640-4E7D-A516-2E2F9A235EE7},,4561.412511475540700,342.444683830318010
-1,GSWI,11_29,2013,ACT,PRIVMAND,1,,{9AB8A0C7-3C32-4B5E-B181-F191483FE872},,4574.332044295850200,586.936953891566990
-1,GSWI,1_29,2008,ACT,PRIVMAND,1,,{129844E8-71A7-4FD2-A682-7232786FACBF},,341.715597571448030,102.648187234536000
-1,GSWI,3_27,2008,ACT,PRIVMAND,1,,{19C04586-4BB1-45FD-A98E-04CD123BCF92},,12731.721648576502000,481.676419373764020
-1,GSWI,11_10,2009,ACT,PRIVMAND,1,,{FD09ED09-779A-443C-9D1D-6FA011E95C91},,1862.339717000520100,195.835264378420020
-1,GSWI,12_6,2007,ACT,PRIVMAND,1,,{15A6DECB-ABB0-4B21-9C90-899FBE399891},,3890.539839156660000,516.807284662969100
-1,GSWI,9_27,2012,ACT,PWD,1,,{35B5D18B-1DA0-4BD2-8201-5F959C6B14F1},,930.281189217282990,133.877105824664000
-1,GSWI,,,PRP,PWD,1,,{70F31F4B-4A03-4D16-B6ED-73A0E5B2D57A},,1999.999883650740000,419.999985425756050
-1,GSWI,,,PRP,PWD,1,,{47D43C2B-1C39-4A79-A2F0-A903026DB5D2},,1001.001336840090100,300.000072018593980
-1,GSWI,,,PRP,PWD,1,,{BCCE9CFA-A2CF-4205-B7AB-5CDF8A7A8DD2},,787.390149076396030,224.997853400681010
-1,GSWI,,,PRP,PWD,1,,{D0291E71-E3C3-41F9-9C6E-1A0622BE130E},,1147.867339850460200,287.086043095985020
-1,GSWI,,,PRP,PWD,1,,{3E39D8E2-B685-4AE4-94A8-F2ECC905041B},,1450.055936870360000,310.001060331277020
-1,GSWI,,,PRP,PWD,1,,{D2144298-36AB-42C4-9D83-03802FA76957},,1439.996874789420200,337.999337759520980
-1,GSWI,,,PRP,PWD,1,,{174834EC-C25A-4C0E-9544-F6EA93BDD435},,2052.071022867920000,299.208816320859000
-1,GSWI,,,PRP,PWD,1,,{1477B911-83B4-4F4E-9E8C-0DFE8533FCFD},,2323.214141121580300,365.238763064691970
-1,GSWI,11_25,2009,ACT,PWD,1,,{F94B5357-E6DA-427A-A814-BF5EFE6FCEDD},,980.732012493123080,741.506937362432040
-1,GSWI,4_8,2011,ACT,PWD,1,,{FD71B3A5-FAE1-4864-93EF-2B82B423DEA7},,486.060774154950020,382.077367261478060
-1,GSWI,4_8,2011,ACT,PWD,1,,{DE121177-3865-4065-A030-DE5E38EBF77A},,3361.389252563320000,1921.396456292650100
-1,GSWI,10_24,2013,ACT,PWD,6,,{31013DDD-2F9A-46AD-91A5-A2FBEDE8DADB},,990.383548879019030,237.915602182280030
-1,GSWI,10_24,2013,ACT,PWD,6,,{2B1B3E75-33CE-4B38-A7E5-8501C4B82007},,630.614173131536970,158.043679198636000
-1,GSWI,10_24,2013,ACT,PWD,6,,{27953DD0-CC7B-4633-8914-1518AA7EBF0F},,680.787862904857090,165.342977954547020
-1,GSWI,10_24,2013,ACT,PWD,6,,{07E34DFD-0C1E-4C91-AAE5-22AE0AB20C34},,585.980999076991000,147.143877052022990
-1,GSWI,2_3,2015,ACT,PWD,6,,{022D291D-97AA-4987-BE60-97BD347DF970},,3003.419768584689800,251.765120137187010
-1,GSWI,10_14,2013,ACT,PWD,6,,{94BE659B-C951-4AA3-B696-3370594D2237},,3129.974033654210000,255.844907437684010
-1,GSWI,12_4,2008,ACT,PWD,6,,{3B7D2938-A336-414F-9D7F-9DB32D69FFD2},,552.167707888561040,193.334379182741000
-1,GSWI,12_4,2008,ACT,PWD,6,,{5FD067AC-2BC4-4535-9577-C4387CA9E8B4},,136.901465414519010,57.775290646590300
-1,GSWI,12_4,2008,ACT,PWD,6,,{8FEB0E6F-0A56-4E64-A236-4C41E013E562},,140.254055851186020,58.372791877014599
-1,GSWI,12_4,2008,ACT,PWD,6,,{5B4B8925-3E83-4177-A006-4D2471EECDCB},,139.811549544154990,58.247827472700799
-1,GSWI,12_4,2008,ACT,PWD,6,,{053FDB87-9E58-45C7-A522-CC29E1851D5C},,156.678280974762000,63.841218467820696
-1,GSWI,12_4,2008,ACT,PWD,6,,{267F8088-3AC5-4431-927F-3518F48A5700},,572.143520552864970,201.393233341605000
-1,GSWI,1_15,2013,ACT,PWD,6,,{2233CE0F-03D0-4001-9382-6C95C8A64B84},,1200.365583229370000,316.109747735597010
-1,GSWI,,,PRP,PWD,6,,{3481065C-3C9F-4C71-9166-7008C224C37C},,1106.528582437010100,207.321499561197020
-1,GSWI,,,PRP,PWD,6,,{5026D3C1-587B-4039-9C01-D30F078E269F},,860.961071646347020,259.990664876808010
-1,GSWI,,,PRP,PWD,6,,{E941E52A-FA21-45EC-9826-6FBF7036BD19},,360.006509772967040,98.000100758859190
-1,GSWI,,,PRP,PWD,6,,{BF75047C-07A5-4194-9AC7-622AC621A70F},,461.686109934096010,145.913973666456000
-1,GSWI,,,PRP,PWD,6,,{66D55B2C-5349-4E8A-8B5F-B166FBBE6EDB},,629.917703025557100,193.974244357502980
-1,GSWI,5_22,2006,ACT,PWD,6,,{7403E54D-D51E-4719-AE0D-74079001968B},,413.099882318943000,135.827138650070990
-1,GSWI,5_22,2006,ACT,PWD,6,,{5D3D7782-6E7D-456B-B019-8DF86170EC60},,383.759411220196000,148.210508068411000
-1,GSWI,9_9,2013,ACT,PWD,6,,{69441B96-64E7-467B-9BA7-61661BABC7DA},,928.960007708627020,222.366443402023010
-1,GSWI,9_9,2013,ACT,PWD,6,,{63577836-0F4D-49BD-A68A-EE4B82502843},,944.979331753072070,231.002469472483030
-1,GSWI,9_9,2013,ACT,PWD,6,,{171669A2-AB46-4883-84EA-9AD0F352240C},,1515.312482296910000,212.765244576243020
-1,GSWI,9_9,2013,ACT,PWD,6,,{7A531088-1A55-4A3C-8282-B91AD583153F},,2163.838715045490100,281.036977472423980
-1,GSWI,9_9,2013,ACT,PWD,6,,{E1F7F508-3B08-4B05-AA9F-901C12398A52},,1739.564606708190200,327.165038350679030
-1,GSWI,12_13,2012,ACT,PWD,6,,{C9BEFD27-82E4-49E5-A986-3AB4FDBBED40},,2057.700007008930200,471.224199990571040
-1,GSWI,8_1,2014,ACT,PWD,6,,{9DCFB493-A1CE-42A2-95A7-3FC860E314FB},,789.970611709155950,235.999120013334990
-1,GSWI,4_23,2013,ACT,PWD,6,,{CD59F363-759C-4151-9338-901B6C434D93},,943.058378549196050,414.243648212588990
-1,GSWI,,,PRP,PWD,6,,{2D4C13F2-A52E-4B4F-B943-442D4D3D9834},,1039.997940768590100,248.000088961313000
-1,GSWI,2_3,2015,ACT,PWD,6,,{D65FA0FE-E222-4F10-AE44-652F96040667},,2137.483725332320300,410.912955442597020
-1,GSWI,2_3,2015,ACT,PWD,6,,{8DF03473-95A2-42A5-9D38-D0081BB36C35},,8180.324939514220200,1060.607102467639800
-1,GSWI,2_3,2015,ACT,PWD,6,,{56E15BC9-7CC1-499A-A741-A20F790B16C9},,1132.568729346950000,239.471253251019020
-1,GSWI,2_3,2015,ACT,PWD,6,,{87521F48-2500-4927-A819-9BF29BF02BE8},,2321.978482881590000,510.931035738647040
-1,GSWI,2_3,2015,ACT,PWD,6,,{FB522C83-0FF7-4C16-B1CC-45673A0127A0},,1140.011281046950200,308.000618263316990
-1,GSWI,2_3,2015,ACT,PWD,6,,{179B73B8-DA41-48F2-9055-478AF949414D},,1879.306133126520100,428.061629940817000
-1,GSWI,2_3,2015,ACT,PWD,6,,{0043CD30-E28C-4C48-B7F3-5A22EABF79F9},,3374.643711227390200,376.228926175066020
-1,GSWI,2_3,2015,ACT,PWD,6,,{95151789-DAB5-46A8-A0C6-C5FC7CDAC82D},,1259.950334798559900,291.999363691801990
-1,GSWI,9_23,2011,ACT,PWD,6,,{674724EE-0F13-4443-82F1-06B0874E0E0B},,1370.644884095030000,297.469388040797010
-1,GSWI,9_23,2011,ACT,PWD,6,,{1F68B051-180C-43F5-B4D9-B397EAA594EE},,1552.848842928689900,312.968711554651010
-1,GSWI,4_23,2013,ACT,PWD,6,,{3848696E-D118-41ED-A45D-5DA2703467A9},,1008.403623886760100,263.659759151209980
-1,GSWI,9_23,2011,ACT,PWD,6,,{0878EF73-F9F4-4AF9-B714-076E140EE74C},,541.290134291062030,160.224146577909010
-1,GSWI,4_25,2014,ACT,PWD,6,,{8A89443A-BEBF-4D8C-B45C-119D58F1FCFE},,2335.118490744970100,393.333655315146070
-1,GSWI,9_30,2013,ACT,PWD,6,,{00E8B897-7FED-4D1F-9D99-68711950B528},,1231.194871643200000,271.482807537698990
-1,GSWI,9_30,2013,ACT,PWD,6,,{3F8577FB-A871-4295-8492-3C83B8E416FA},,856.371938802410110,235.503223135224030
-1,GSWI,9_30,2013,ACT,PWD,6,,{37955739-E7AC-46EC-8346-79F9D962A35D},,856.440009311196040,235.516719636694010
-1,GSWI,9_30,2013,ACT,PWD,6,,{18CA64F3-7C96-467A-9FF4-49624792BDC1},,2455.397093192370000,475.327162145775050
-1,GSWI,8_1,2014,ACT,PWD,6,,{650CD5D0-CF44-4834-B0F4-4ABD4A2A7B09},,2200.060397446230100,444.001013104650040
-1,GSWI,8_1,2014,ACT,PWD,6,,{2000BA6F-CB52-475F-A9A9-407E801E7338},,1081.146022359389900,302.050963615553030
-1,GSWI,8_1,2014,ACT,PWD,6,,{980D3430-8144-4E03-9381-8BEF70998454},,651.289168471974110,280.050115555072980
-1,GSWI,5_16,2013,ACT,PWD,6,,{C348406E-83D7-47D6-B98B-91F680844D95},,1345.877517287770200,412.078585072541050
-1,GSWI,5_16,2013,ACT,PWD,6,,{AD3DCAF7-03A4-4426-A19B-566EBCAACC5B},,1675.643213613000200,474.795389759575980
-1,GSWI,5_16,2013,ACT,PWD,6,,{5E967152-8020-415D-ACA6-E5D4E7F1E5C2},,4215.847392147610700,750.444670382458980
-1,GSWI,5_16,2013,ACT,PWD,6,,{A948D244-E098-46DC-AA36-197AABF779A8},,2360.648414161190000,733.847799697085070
-1,GSWI,9_9,2013,ACT,PWD,6,,{D16FE89E-309D-49BC-AF20-D1DA88A60453},,1828.330498349420200,485.666955912582010
-1,GSWI,9_9,2013,ACT,PWD,6,,{7BC3CC5D-D016-4067-9AA6-246D29E1A1AE},,1017.001256930660000,297.999582347040980
-1,GSWI,9_9,2013,ACT,PWD,6,,{7597AB28-872F-453A-A045-D408E0683093},,891.985557836497950,287.001629121935990
-1,GSWI,9_9,2013,ACT,PWD,6,,{4023DB40-1276-46A5-8956-2EB533793815},,1793.528673087140100,435.601268471203010
-1,GSWI,9_9,2013,ACT,PWD,6,,{93C794F8-1C10-4F2B-87BA-15895B246D0F},,1350.250672796050100,399.500364975254060
-1,GSWI,9_9,2013,ACT,PWD,6,,{841737A0-B19B-4505-8BC2-B169719AF720},,1002.912864025520100,280.794521536050010
-1,GSWI,9_9,2013,ACT,PWD,6,,{7AE5064C-7A02-4B45-9EB7-91550A549959},,2135.087881939399700,547.019300511843080
-1,GSWI,9_9,2013,ACT,PWD,6,,{13F66ED7-94DB-4D42-A72F-1F991D612B01},,1598.938304500929900,410.829618156777030
